"edge_id","source","target","length","car","car reverse","bike","bike reverse","foot","WKT"
0,249120693,249120690,1713.04736,3,0,2,0,1,LINESTRING("77.0951 28.4633,77.0951 28.4636,77.0945 28.4672,77.0943 28.468,77.0939 28.47,77.0939 28.4706,77.0939 28.4711,77.0938 28.4724,77.0938 28.4737,77.0938 28.475,77.0937 28.4775,77.0937 28.4786")
1,537989180,1563402697,353.395142,1,1,2,2,1,LINESTRING("77.0941 28.4791,77.0941 28.4791,77.0948 28.4801,77.0953 28.4806,77.0954 28.4807,77.0957 28.4811,77.0956 28.4812,77.0955 28.4812,77.0956 28.4814,77.0956 28.4816,77.0955 28.4817,77.0955 28.4817")
2,1307889208,267120403,348.945129,1,1,2,2,1,LINESTRING("77.0976 28.4772,77.0967 28.4778,77.0965 28.4779,77.0946 28.4789")
3,1563402590,1307851115,54.8665314,3,0,2,0,1,LINESTRING("77.0943 28.4786,77.0943 28.4785,77.0941 28.4785,77.094 28.4784,77.0939 28.4783")
4,249120690,537989170,47.5509262,6,0,0,0,0,LINESTRING("77.0937 28.4786,77.0936 28.4787,77.0935 28.4788,77.0935 28.4789,77.0935 28.479")
5,537989170,537989178,45.0680428,6,0,0,0,0,LINESTRING("77.0935 28.479,77.0936 28.4791,77.0936 28.4791,77.0938 28.4792,77.0939 28.4792")
6,537989178,537989179,14.592886,6,0,0,0,0,LINESTRING("77.0939 28.4792,77.094 28.4791")
7,537989179,537989180,6.16494942,6,0,0,0,0,LINESTRING("77.094 28.4791,77.0941 28.4791")
8,537989180,537989181,20.2608604,6,0,0,0,0,LINESTRING("77.0941 28.4791,77.0941 28.479,77.0941 28.4789")
9,537989181,254593076,33.5785027,6,0,0,0,0,LINESTRING("77.0941 28.4789,77.0941 28.4788,77.094 28.4787,77.094 28.4787")
10,254593076,267121666,12.9717894,6,0,0,0,0,LINESTRING("77.094 28.4787,77.0939 28.4786")
11,267121666,249120690,18.9453201,6,0,0,0,0,LINESTRING("77.0939 28.4786,77.0938 28.4786,77.0937 28.4786")
12,1300961091,1300961085,497.356018,1,1,2,2,1,LINESTRING("77.0942 28.4783,77.095 28.4778,77.096 28.4773,77.0979 28.476,77.0983 28.4757")
13,1305978984,1300961091,736.356262,1,1,2,2,1,LINESTRING("77.0943 28.4717,77.0943 28.472,77.0943 28.4727,77.0943 28.4745,77.0942 28.4752,77.0942 28.4776,77.0942 28.4777,77.0942 28.4783,77.0942 28.4783,77.0942 28.4783")
14,254593081,1563402590,1725.42151,3,0,2,0,1,LINESTRING("77.1074 28.4683,77.1073 28.4684,77.1055 28.4697,77.105 28.4701,77.1044 28.4706,77.1038 28.4712,77.1032 28.4719,77.1025 28.4728,77.1019 28.4734,77.1014 28.4738,77.0974 28.4768,77.0966 28.4774,77.0962 28.4776,77.0956 28.4779,77.0948 28.4784,77.0943 28.4786")
15,1563402590,254593076,33.8372078,3,0,2,0,1,LINESTRING("77.0943 28.4786,77.094 28.4787")
16,1307889187,1307889185,379.669525,1,1,2,2,1,LINESTRING("77.0979 28.4776,77.097 28.4782,77.0961 28.4787,77.0946 28.4794")
17,1307851122,254593081,1727.17114,3,0,2,0,1,LINESTRING("77.0944 28.4787,77.0948 28.4784,77.0957 28.478,77.0962 28.4777,77.0966 28.4774,77.0974 28.4769,77.1015 28.4739,77.102 28.4735,77.1025 28.4729,77.1033 28.472,77.1039 28.4713,77.1045 28.4707,77.1051 28.4702,77.1056 28.4698,77.1073 28.4685,77.1074 28.4683")
18,537989181,1307851122,38.8915062,3,0,2,0,1,LINESTRING("77.0941 28.4789,77.0944 28.4787")
19,537989170,266730019,2521.17896,6,0,0,0,0,LINESTRING("77.0935 28.479,77.0934 28.4791,77.0932 28.4794,77.0914 28.4805,77.0912 28.4806,77.091 28.4807,77.0908 28.4807,77.0902 28.4807,77.0895 28.4805,77.0891 28.4805,77.0883 28.4805,77.0877 28.4806,77.0866 28.4805,77.0863 28.4804,77.0861 28.4804,77.0842 28.4801,77.084 28.4801,77.084 28.4801,77.0835 28.48,77.0827 28.4799,77.0791 28.4793,77.0756 28.4787,77.0727 28.4782,77.072 28.4781,77.0709 28.4779,77.0697 28.4776,77.0688 28.4775")
20,267121666,1307851115,35.0659676,3,0,2,0,1,LINESTRING("77.0939 28.4786,77.0939 28.4783")
21,1307851115,1302181875,1674.72791,3,0,2,0,1,LINESTRING("77.0939 28.4783,77.0939 28.4782,77.0939 28.4776,77.094 28.4737,77.094 28.472,77.0941 28.47,77.0944 28.468,77.0946 28.4672,77.0952 28.4638,77.0953 28.4635,77.0953 28.4633")
22,249223921,537989178,687.59729,6,0,0,0,0,LINESTRING("77.0948 28.4821,77.0945 28.4818,77.0941 28.4815,77.0939 28.4814,77.092 28.481,77.0915 28.4809,77.0914 28.4808,77.0914 28.4807,77.0915 28.4806,77.0932 28.4794,77.0935 28.4793,77.0939 28.4792")
23,313349151,249223921,134.422562,6,0,0,0,0,LINESTRING("77.0951 28.4833,77.095 28.4832,77.095 28.4828,77.0948 28.4821")
24,249223921,537989179,344.551025,6,0,0,0,0,LINESTRING("77.0948 28.4821,77.0948 28.4818,77.0948 28.4816,77.0947 28.4813,77.0945 28.4805,77.0942 28.4797,77.0941 28.4794,77.094 28.4793,77.094 28.4791")
